CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,Alk,Cond,Hard,TDS,Fe,Mn,F,FC,NO3N,As,Cd,Cr,Hg,Pb
OCCCN5291M1,POZO 1522 URQUIZO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,SAN PEDRO,PRINCIPAL-REGION LAGUNERA,POZO,-103.15266,25.76613,2022,168.7,2493.0,1262.6,2356.0,0.086,0.391,0.46,3255.0,4.987,0.134,0.003,0.005,0.0005,0.005
OCCCN5293M1,POZO SAN PABLO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,SAN PEDRO,PRINCIPAL-REGION LAGUNERA,POZO,-103.07743,25.72976,2022,110.7,3953.0,1937.1,4123.5,0.025,0.422,0.61,1.1,4.071,0.198,0.003,0.005,0.0005,0.005
OCCCN5295M1,POZO SAN ISIDRO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREÓN,PRINCIPAL-REGION LAGUNERA,POZO,-103.43761,25.56458,2022,140.8,924.0,377.6,706.6,0.025,0.0015,0.51,1.1,4.456,0.03,0.003,0.005,0.0005,0.005
OCCCN5296M1,POZO NUEVA VICTORIA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,SAN PEDRO,LAS DELICIAS,POZO,-102.80791,26.43415,2022,142.8,858.0,361.9,649.2,0.034,0.0015,0.85,1.1,4.282,0.01,0.003,0.005,0.0005,0.005
OCCCN5715,POZO 22 DE FEBRERO,CUENCAS CENTRALES DEL NORTE,DURANGO,MAPIMI,PRINCIPAL-REGION LAGUNERA,POZO,-103.6323611111,25.8348333333,2022,127.7,1377.0,228.0,994.4,0.441,0.007,0.33,1.1,8.932,0.01,0.003,0.005,0.0005,0.005
OCCCN5716,POZO MARTHA,CUENCAS CENTRALES DEL NORTE,DURANGO,MAPIMI,PRINCIPAL-REGION LAGUNERA,POZO,-103.6201666667,25.7876944444,2022,128.8,1571.0,772.0,1394.2,0.065,0.003,1.85,1.1,15.925,0.037,0.003,0.005,0.0005,0.005
OCCCN5717,POZO POANAS,CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.6146944444,25.7903333333,2022,163.8,1722.0,920.0,1602.2,0.037,0.0015,2.22,1.1,4.849,0.041,0.003,0.005,0.0005,0.005
OCCCN5720,POZO AMAPOLAS,CUENCAS CENTRALES DEL NORTE,DURANGO,TLAHUALILO,PRINCIPAL-REGION LAGUNERA,POZO,-103.5440277778,25.9576111111,2022,103.5,4413.0,1290.1,3866.5,0.261,0.403,0.77,305.0,1.952,0.085,0.003,0.005,0.0005,0.005
OCCCN5722,POZO SAN SEBASTIAN,CUENCAS CENTRALES DEL NORTE,DURANGO,TLAHUALILO,PRINCIPAL-REGION LAGUNERA,POZO,-103.6112222222,25.9241111111,2022,128.9,3193.0,1651.9,2977.5,0.025,0.0015,0.85,1.1,15.825,0.13,0.003,0.005,0.0005,0.005
OCCCN5724,POZO ROMA TEXAS,CUENCAS CENTRALES DEL NORTE,DURANGO,MAPIMI,PRINCIPAL-REGION LAGUNERA,POZO,-103.7256666667,25.8663055556,2022,196.9,999.0,324.1,690.6,0.119,0.0015,0.43,1.1,14.12,0.01,0.003,0.005,0.0005,0.005
OCCCN5740,POZO SAN NICOLAS,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VICENTE SUAREZ,POZO,-103.9011111111,25.7455555556,2022,194.5,449.0,256.0,324.2,0.025,0.0015,0.49,1.1,5.883,0.01,0.003,0.005,0.0005,0.005
OCCCN5741,POZO EL CORONEL,CUENCAS CENTRALES DEL NORTE,DURANGO,MAPIMI,VICENTE SUAREZ,POZO,-103.8865277778,25.8333333333,2022,266.2,556.0,309.5,375.0,0.106,0.003,0.55,1664.0,0.831,0.03,0.003,0.005,0.0005,0.005
OCCCN5742,POZO EL COLORIN,CUENCAS CENTRALES DEL NORTE,DURANGO,MAPIMI,VICENTE SUAREZ,POZO,-103.96737,25.76024,2022,216.6,683.0,318.0,492.8,0.025,0.0015,0.5,1.1,11.833,0.01,0.003,0.005,0.0005,0.005
OCCCN5744,POZO ALMACEN,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,PRINCIPAL-REGION LAGUNERA,POZO,-103.28278,25.76325,2022,150.2,606.0,155.8,402.0,0.025,0.026,0.56,1.1,2.721,0.042,0.003,0.005,0.0005,0.005
OCCCN5745,POZO BATOPILAS,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,PRINCIPAL-REGION LAGUNERA,POZO,-103.308,25.92089,2022,91.3,1984.0,396.8,1377.3,0.027,0.164,0.79,1.1,12.482,0.032,0.003,0.005,0.0005,0.005
OCCCN5746,POZO JABONCILLO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,PRINCIPAL-REGION LAGUNERA,POZO,-103.26061,25.76167,2022,93.4,675.0,121.5,422.0,0.059,0.014,1.0,1.1,0.516,0.105,0.003,0.005,0.0005,0.005
OCCCN5747,POZO LAS ISABELES,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,PRINCIPAL-REGION LAGUNERA,POZO,-103.24778,25.75444,2022,61.9,1379.0,386.4,981.7,1.98,0.061,0.89,1.1,0.079,0.067,0.003,0.005,0.0005,0.005
OCCCN5748,POZO LAS MERCEDES,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,PRINCIPAL-REGION LAGUNERA,POZO,-103.3005,25.84061,2022,104.5,812.0,122.6,539.0,0.025,0.025,0.87,1.1,1.36,0.063,0.003,0.005,0.0005,0.005
OCCCN5750,POZO MARRANERAS (NUEVO),CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,PRINCIPAL-REGION LAGUNERA,POZO,-103.25086,25.76186,2022,90.3,484.0,43.6,309.6,0.025,0.0015,0.78,1.1,0.199,0.078,0.003,0.005,0.0005,0.005
OCCCN5751,POZO SAN ESTEBAN DE EGIPTO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,PRINCIPAL-REGION LAGUNERA,POZO,-103.33192,25.73528,2022,117.7,421.0,95.6,263.0,0.025,0.007,0.43,1.1,1.718,0.049,0.003,0.005,0.0005,0.005
OCCCN5752,POZO SANTO NIÑO (FCO. I. MADERO),CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,PRINCIPAL-REGION LAGUNERA,POZO,-103.24358,25.76025,2022,56.9,1990.0,625.4,1591.3,0.025,0.023,0.39,1.1,0.873,0.021,0.003,0.005,0.0005,0.005
OCCCN5753,POZO VIRGINIAS,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,PRINCIPAL-REGION LAGUNERA,POZO,-103.27428,25.80783,2022,92.4,921.0,135.0,594.8,0.025,0.03,0.64,10.0,2.566,0.074,0.003,0.005,0.0005,0.005
OCCCN5754,POZO 3 MATAMOROS,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,MATAMOROS,PRINCIPAL-REGION LAGUNERA,POZO,-103.22697,25.53364,2022,102.5,427.0,39.5,257.6,0.025,0.005,1.25,1.1,0.243,0.106,0.003,0.005,0.0005,0.005
OCCCN5755,POZO 4 MATAMOROS,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,MATAMOROS,PRINCIPAL-REGION LAGUNERA,POZO,-103.22914,25.52053,2022,105.6,328.0,10.0,187.0,0.025,0.003,0.94,1.1,0.045,0.092,0.003,0.005,0.0005,0.005
OCCCN5756,POZO EL FENIX,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,MATAMOROS,PRINCIPAL-REGION LAGUNERA,POZO,-103.30422,25.70119,2022,228.4,1860.0,814.3,1508.3,0.025,0.0015,0.2,1.1,7.83,0.01,0.003,0.005,0.0005,0.005
OCCCN5757,POZO GRANADA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,MATAMOROS,PRINCIPAL-REGION LAGUNERA,POZO,-103.267,25.64386,2022,73.1,773.0,120.5,457.8,0.025,0.008,0.74,1.1,0.376,0.051,0.003,0.005,0.0005,0.005
OCCCN5758,POZO HORMIGUERO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,MATAMOROS,PRINCIPAL-REGION LAGUNERA,POZO,-103.34038,25.68721,2022,112.7,840.0,317.8,621.2,0.025,0.0015,0.31,1.1,2.368,0.027,0.003,0.005,0.0005,0.005
OCCCN5759,POZO LA ESPERANZA.,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,MATAMOROS,PRINCIPAL-REGION LAGUNERA,POZO,-103.28269,25.56264,2022,99.5,349.0,43.6,207.4,0.031,0.003,0.6,1.1,0.606,0.044,0.003,0.005,0.0005,0.005
OCCCN5760,POZO TANQUE MATAMOROS,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,MATAMOROS,PRINCIPAL-REGION LAGUNERA,POZO,-103.25039,25.53511,2022,102.5,316.0,24.9,190.4,0.025,0.004,0.81,1.1,0.063,0.09,0.003,0.005,0.0005,0.005
OCCCN5761,POZO 12 DE DICIEMBRE.,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,ORIENTE AGUANAVAL,POZO,-103.17308,25.04219,2022,207.1,2430.0,857.4,2155.5,0.025,0.003,0.56,4106.0,91.894,0.057,0.003,0.005,0.0005,0.005
OCCCN5762,POZO 4 NUEVA UNION,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,-103.36747,25.43028,2022,190.4,1501.0,448.4,978.3,0.025,0.0015,0.81,1.1,13.137,0.03,0.003,0.005,0.0005,0.005
OCCCN5763,POZO JALISCO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,ORIENTE AGUANAVAL,POZO,-103.43192,25.21683,2022,238.7,1249.0,407.2,873.7,0.268,0.004,1.17,1.1,13.705,0.027,0.003,0.005,0.0005,0.005
OCCCN5764,POZO JIMULCO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,ORIENTE AGUANAVAL,POZO,-103.347,25.11119,2022,221.3,1393.0,390.6,1062.0,0.309,0.006,1.69,1.1,8.426,0.03,0.003,0.005,0.0005,0.005
OCCCN5765,POZO JUAN EUGENIO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,ORIENTE AGUANAVAL,POZO,-103.49783,25.28572,2022,250.8,1734.0,538.0,1340.4,0.025,0.0015,1.63,1.1,15.567,0.026,0.003,0.005,0.0005,0.005
OCCCN5766,POZO 5 DE MAYO (VIESCA),CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,VIESCA,PRINCIPAL-REGION LAGUNERA,POZO,-102.53814,25.05275,2022,92.1,6610.0,1504.4,5735.5,0.878,0.032,0.31,74.0,153.114,0.092,0.003,0.005,0.0005,0.005
OCCCN5774,POZO LA VENTANA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,VIESCA,ORIENTE AGUANAVAL,POZO,-103.47925,25.32772,2022,222.1,1203.0,350.0,883.8,0.025,0.0015,1.83,1.1,10.018,0.031,0.003,0.005,0.0005,0.005
OCCCN5775,POZO PUNTA DE SANTO DOMINGO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,VIESCA,ORIENTE AGUANAVAL,POZO,-102.89042,24.7645,2022,265.9,1728.0,361.9,1073.0,0.052,0.002,2.86,1.1,8.731,0.07,0.003,0.005,0.0005,0.005
OCCCN5777,POZO SAN JOSE DEL AGUAJE,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,VIESCA,ORIENTE AGUANAVAL,POZO,-102.94022,24.78242,2022,258.8,1329.0,354.0,898.7,0.087,0.003,1.54,1.1,7.865,0.015,0.003,0.005,0.0005,0.005
OCCCN5779,POZO TANQUE AGUILEREÑO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,VIESCA,ORIENTE AGUANAVAL,POZO,-102.95047,24.80758,2022,233.4,623.0,10.0,380.0,0.261,0.003,1.34,1.1,0.304,0.01,0.003,0.015,0.0005,0.005
OCCCN5848,POZO 18 DE MARZO.,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,POZO,-103.28767,24.72597,2022,321.3,1969.0,776.9,1538.7,0.025,0.0015,2.64,1.1,2.118,0.081,0.003,0.005,0.0005,0.005
OCCCN5849,POZO EL REFUGIO.,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,POZO,-103.19575,24.78939,2022,149.9,2650.0,421.7,1986.0,0.081,0.003,1.22,24196.0,10.354,0.02,0.003,0.013,0.0005,0.005
OCCCN5850,POZO ENRIQUE FLORES MAGON,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,POZO,-103.38069,25.12697,2022,321.3,5180.0,1499.9,4458.5,0.487,0.003,2.13,1.1,12.128,0.099,0.003,0.005,0.0005,0.005
OCCCN5851,POZO GARCIA DE LA CADENA,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,POZO,-103.16386,24.763,2022,127.5,1235.0,143.3,778.7,0.025,0.0015,1.24,10.0,15.568,0.032,0.003,0.009,0.0005,0.005
OCCCN5852,POZO GENERAL SIMON BOLIVAR,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,POZO,-103.22917,24.68333,2022,326.4,1990.0,822.7,1647.0,0.063,0.0015,2.6,1.1,2.272,0.078,0.003,0.005,0.0005,0.005
OCCCN5853,POZO HUARICHIC,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,POZO,-103.15092,24.83339,2022,256.0,800.0,211.9,536.0,0.025,0.0015,1.41,63.0,0.318,0.044,0.003,0.005,0.0005,0.005
OCCCN5854,POZO IGNACIO ZARAGOZA,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,POZO,-103.38625,25.138,2022,270.3,2129.0,691.8,1926.3,0.025,0.0015,1.78,1.1,8.697,0.045,0.003,0.005,0.0005,0.005
OCCCN5856,POZO LA GRANJA,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,POZO,-103.06903,24.54633,2022,139.7,829.0,365.6,487.0,0.025,0.0015,0.36,1.1,6.13,0.01,0.003,0.005,0.0005,0.005
OCCCN5857,POZO LOS SAUCES,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,POZO,-103.15031,24.49831,2022,232.6,970.0,359.4,704.2,0.04,0.0015,0.55,3654.0,38.467,0.01,0.003,0.005,0.0005,0.005
OCCCN5858,POZO ORIENTE AGUANAVAL,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,POZO,-103.23608,24.90108,2022,249.9,3193.0,1080.2,2718.5,0.308,0.0015,2.0,10.0,17.27,0.076,0.003,0.009,0.0005,0.005
OCCCN5859,POZO RICARDO FLORES MAGON,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,POZO,-103.18853,24.75372,2022,135.7,2770.0,822.7,2186.5,0.313,0.002,0.9,1.1,13.273,0.022,0.003,0.005,0.0005,0.005
OCCCN5860,POZO ROSALIA,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,POZO,-102.93631,24.77789,2022,337.0,2920.0,944.0,2492.3,0.025,0.0015,3.28,1.1,9.659,0.028,0.003,0.005,0.0005,0.005
OCCCN5861,POZO SAN ANTONIO DE ZARAGOZA,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,POZO,-103.39983,25.16397,2022,258.1,1961.0,687.6,1522.3,0.134,0.002,1.24,158.0,7.275,0.021,0.003,0.005,0.0005,0.005
OCCCN5862,POZO SAN JOSE DE ZARAGOZA,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,POZO,-103.473,25.23086,2022,240.9,1743.0,454.0,1271.0,0.025,0.0015,1.84,1.1,16.02,0.023,0.003,0.005,0.0005,0.005
OCCCN5863,POZO SAN VICENTE DE MELONES,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,POZO,-103.19831,24.58414,2022,255.0,900.0,247.2,614.2,0.025,0.0015,2.52,1.1,3.314,0.053,0.003,0.005,0.0005,0.005
OCCCN5864,POZO SANTA ROSA,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,POZO,-103.06294,24.8125,2022,234.6,823.0,211.9,545.0,0.025,0.004,1.05,1.1,4.984,0.028,0.003,0.005,0.0005,0.005
OCCCN5871,POZO NAZARENO,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,ORIENTE AGUANAVAL,POZO,-103.41561,25.41008,2022,230.4,776.0,277.3,474.6,0.127,0.013,0.7,1.1,4.326,0.045,0.003,0.005,0.0005,0.005
OCCCN5872,POZO NAZARENO 2,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,ORIENTE AGUANAVAL,POZO,-103.41858,25.41292,2022,233.4,904.0,306.8,589.8,0.025,0.0015,1.12,1.1,6.577,0.042,0.003,0.005,0.0005,0.005
OCCCN5874,POZO NAZARENO DE ABAJO,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,ORIENTE AGUANAVAL,POZO,-103.34381,25.39672,2022,187.3,1756.0,477.9,1177.0,0.133,0.002,0.94,1.1,7.604,0.041,0.003,0.005,0.0005,0.005
OCCCN5876,POZO PICARDIAS,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,ORIENTE AGUANAVAL,POZO,-103.48497,25.32336,2022,215.5,990.0,262.0,680.4,0.025,0.0015,1.97,1.1,6.106,0.028,0.003,0.005,0.0005,0.005
OCCCN5877,POZO 30 DE NOVIEMBRE (NUEVO),CUENCAS CENTRALES DEL NORTE,DURANGO,MAPIMI,CEBALLOS,POZO,-104.2955,25.86247,2022,230.5,566.0,307.5,369.4,0.025,0.002,1.34,1.1,4.95,0.053,0.003,0.005,0.0005,0.005
OCCCN5878,POZO 5 DE MAYO,CUENCAS CENTRALES DEL NORTE,DURANGO,MAPIMI,CEBALLOS,POZO,-104.27778,25.76811,2022,347.1,953.0,365.8,580.8,0.025,0.0015,0.55,1.1,1.879,0.01,0.003,0.005,0.0005,0.005
OCCCN5879,POZO BUEN DIA,CUENCAS CENTRALES DEL NORTE,DURANGO,MAPIMI,CEBALLOS,POZO,-104.50536,26.35858,2022,246.6,2473.0,747.9,2090.7,0.086,0.004,1.37,97.0,3.497,0.078,0.003,0.005,0.0005,0.005
OCCCN5880,POZO EL DIAMANTE,CUENCAS CENTRALES DEL NORTE,DURANGO,MAPIMI,CEBALLOS,POZO,-104.35075,26.38561,2022,259.8,2517.0,864.2,2257.0,0.12,0.004,2.77,52.0,8.432,0.085,0.003,0.005,0.0005,0.005
OCCCN5881,POZO EL JARALITO,CUENCAS CENTRALES DEL NORTE,DURANGO,MAPIMI,CEBALLOS,POZO,-104.09803,26.09839,2022,79.2,1558.0,943.1,1384.3,0.052,0.008,1.81,228.0,0.042,0.271,0.003,0.005,0.0005,0.005
OCFSU3131,MACAYO 3RA. SECCION,FRONTERA SUR,CHIAPAS,REFORMA,REFORMA,POZO,-93.29137,17.9474,2022,433.2,889.0,433.7,531.8,0.025,0.734,0.2,10.0,0.231,0.01,0.003,0.005,0.0005,0.005
OCFSU3138,SANTA TERESA 2A. SECCION,FRONTERA SUR,CHIAPAS,JUÁREZ,REFORMA,POZO,-93.16784,17.73659,2022,103.9,218.0,66.3,152.6,1.621,0.164,0.2,1.1,0.02,0.01,0.003,0.005,0.0005,0.005
OCFSU3139,EST. JUAREZ,FRONTERA SUR,CHIAPAS,JUÁREZ,REFORMA,POZO,-93.19794,17.6012,2022,92.8,197.0,68.3,141.6,0.025,0.003,0.2,1.1,0.266,0.01,0.003,0.005,0.0005,0.005
OCGCE3209,CRAS CUENCA PAPALOAPAN (POBL. NOPALTEPEC),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COSAMALOAPAN DE CARPIO,CUENCA RIO PAPALOAPAN,POZO,-96.00141,18.27438,2022,58.0,292.0,75.7,240.0,0.316,0.009,0.2,1.1,3.501,0.01,0.003,0.015,0.0005,0.005
OCGCE3261,CMAS PEROTE (CERRO COLORADO),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,PEROTE,PEROTE-ZALAYETA,POZO,-97.30608,19.55923,2022,256.0,499.0,313.9,492.0,0.11,0.0015,0.2,1.1,2.808,0.01,0.003,0.015,0.0005,0.005
OCGCE3324,COMISION REGIONAL DE AGUA Y SANEAMIENTO POZO 8,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO,COSTERA DE VERACRUZ,POZO,-96.1283,19.15789,2022,256.2,3131.0,1069.4,2410.0,0.331,0.074,0.2,1.1,0.135,0.01,0.003,0.007,0.0005,0.005
OCGCE3326,HOTEL JARAGUA S. A. DE C.V. (POZO 1),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO,COSTERA DE VERACRUZ,POZO,-96.10501,19.15072,2022,294.0,703.0,302.4,478.0,0.128,0.011,0.2,1.1,9.123,0.01,0.003,0.02,0.0005,0.005
OCGCE3341,CMASA EL CONCHAL,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO,COTAXTLA,POZO,-96.10287,19.08284,2022,359.0,2213.0,532.9,1858.0,0.112,0.048,0.2,1.1,3.645,0.01,0.003,0.013,0.0005,0.005
OCGCE3344M1,O OP PASO DEL TORO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,MEDELLIN,COTAXTLA,POZO,-96.135,19.02361,2022,205.0,532.0,222.8,390.0,0.151,0.0015,0.2,1.1,5.519,0.01,0.003,0.037,0.0005,0.005
OCGCE3385,H. AYUNTAMIENTO CONSTITUCIONAL ORIZABA (POBLADO EL TREBOL),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,IXTACZOQUITLÁN,ORIZABA-CORDOBA,POZO,-97.06786,18.85579,2022,129.0,359.0,146.5,300.0,0.206,0.01,0.2,1.1,4.151,0.01,0.003,0.015,0.0005,0.005
OCGCE3430,CMAPS NANCHITAL (P-KM 34-2),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,NANCHITAL DE LÁZARO CÁRDENAS DEL RÍO,COSTERA DE COATZACOALCOS,POZO,-94.38855,18.06723,2022,163.8,1034.0,230.9,588.8,0.089,0.022,0.22,1.1,0.072,0.01,0.003,0.005,0.0005,0.005
OCGCE3431,COMISION MUNICIPAL DE AGUA POTABLE Y SANEAMIENTO DE COATZACOALCOS (POZO ALLENDE NO. 1),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATZACOALCOS,COSTERA DE COATZACOALCOS,POZO,-94.382728,18.156147,2022,177.9,3550.0,391.6,1853.8,3.282,0.133,0.25,10.0,0.04,0.012,0.003,0.005,0.0005,0.005
OCGCE3468,DOS MATAS SOC. DE PROD. RURAL DE R. L. (P-2),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TIERRA BLANCA,LOS NARANJOS,POZO,-96.41788,18.5883,2022,90.0,441.0,147.6,324.0,0.29,0.002,0.2,1.1,1.414,0.01,0.003,0.016,0.0005,0.005
OCGCE5350,O OP CD. CARDEL (COL. V. LOPEZ P-3),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,LA ANTIGUA,VALLE DE ACTOPAN,POZO,-96.3688888889,19.3644444444,2022,203.0,462.0,230.6,402.0,0.115,0.0015,0.2,1.1,5.887,0.01,0.003,0.023,0.0005,0.005
OCGCE5353,O OP LOC TIERRA BLANCA (P-1),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TIERRA BLANCA,LOS NARANJOS,POZO,-96.36532,18.44476,2022,145.0,666.0,229.3,526.0,0.116,0.005,0.2,1.1,5.97,0.01,0.003,0.007,0.0005,0.005
OCGNO3484,POZO 21 EJ. EL PROGRESO,GOLFO NORTE,TAMAULIPAS,GÜÉMEZ,VICTORIA-GUEMEZ,POZO,-99.08132,23.96787,2022,295.0,991.0,372.0,643.0,0.887,0.006,0.48,1.1,1.568,0.01,0.003,0.005,0.0005,0.005
OCGNO3572,POZO 27 EL OJITO,GOLFO NORTE,TAMAULIPAS,VICTORIA,VICTORIA-CASAS,POZO,-98.95889,23.80415,2022,316.0,1303.0,599.0,871.0,0.103,0.218,0.32,150.0,0.02,0.01,0.003,0.005,0.0012,0.005
OCGNO3574,POZO 25 COMAPA PLANTA TRATADORA,GOLFO NORTE,TAMAULIPAS,VICTORIA,VICTORIA-GUEMEZ,POZO,-99.07846,23.75981,2022,263.0,898.0,511.0,565.0,0.059,0.003,0.2,1.1,4.339,0.01,0.003,0.005,0.0005,0.005
OCGNO3643,POZO 112 CASA HOGAR MAMA PAULITA,GOLFO NORTE,TAMAULIPAS,EL MANTE,LLERA-XICOTENCATL,POZO,-99.01139,22.82027,2022,221.0,1362.0,736.0,1076.0,0.071,0.029,0.24,93.0,6.742,0.01,0.003,0.005,0.0005,0.005
OCGNO3648,POZO 147 EJIDO SAN PEDRO,GOLFO NORTE,TAMAULIPAS,GONZÁLEZ,LLERA-XICOTENCATL,POZO,-98.85201,22.6609,2022,350.0,1238.0,474.0,775.0,0.063,0.006,0.42,1100.0,6.668,0.01,0.003,0.005,0.0005,0.005
OCGNO6329,POZO 36 EJIDO 20 DE NOVIEMBRE,GOLFO NORTE,TAMAULIPAS,SAN FERNANDO,MENDEZ-SAN FERNANDO,POZO,-98.15455556,25.14002778,2022,270.0,7327.0,1814.0,4539.0,0.108,0.005,0.7,2400.0,37.571,0.01,0.003,0.009,0.0017,0.005
OCGNO6350,POZO 77B EJIDO EL PALMAR,GOLFO NORTE,TAMAULIPAS,SAN NICOLÁS,SAN CARLOS,POZO,-98.86617,24.71682,2022,175.0,706.0,328.0,394.0,0.114,0.02,0.37,1.1,8.325,0.01,0.003,0.005,0.0009,0.02
OCLSP3687,POZO RANCHO ALEGRE,LERMA SANTIAGO PACÍFICO,JALISCO,TLAJOMULCO DE ZÚÑIGA,TOLUQUILLA,POZO,-103.42775,20.53809,2022,698.7,1450.0,435.7,881.8,0.025,0.315,1.1,1.1,0.597,0.018,0.003,0.005,0.0005,0.005
